Master Key,Dataset Key,Segment Type,Channel,Hashtag,Handle,Post Content,Retweets,Replies,Likes,Post Time,Post Url,Handle Image Url
11,1,Consumer,Weibo,['#香奈儿早春度假系列#'],William威廉陈伟霆,這幾天在糾結，如果我買了一艘船，起什么名字好呢？急，在綫等#香奈儿早春度假系列# ​​​​,289707,40413,201748,2018-05-04 19:50,https://www.weibo.com/1712570933/Gf7CN1X1w?from=page_1005051303910221_profile&wvr=6&mod=weibotime,
11,2,Consumer,Weibo,[],贾乃亮,今晚见！ ​​​​,17850,16272,252270,2018-05-07 16:43,https://www.weibo.com/1214435497/GfyGlcGEs?from=page_1005051240375710_profile&wvr=6&mod=weibotime,
11,3,Consumer,Weibo,[],谢娜,今天是个好日子，我走进了最高学府之一清华大学，在这里实现了自己一个小小的心愿，此次由 @娜样NAYOUNG 品牌和清华大学起航基地艺术与科技创新(ATI)平台联合创立“清华大学娜样创意起航计划”，这个计划是延续娜样品牌支持培养人才的精神和宗旨，为新锐设计师及有创意的年轻人搭建的国际化创新平 ​​​​...展开全文c,10222,5307,265906,2018-05-05 16:45,https://www.weibo.com/1192329374/GffPZ7dqK?from=page_1003061617902267_profile&wvr=6&mod=weibotime,
11,4,KOL,Weibo,['#南部档案#'],南派三叔,一不小心已经5月了，#南部档案#实在来不及更新，大家下个月直接看漫画好了。顺便端午节将至，南派泛娱联合五味和、西泠印社一起做了粽子。在这里请大家吃粽子。转发本条微博，一周后抽10位粉丝，每人端午节前送一个粽子礼包。今天公举号也有粽子福利，大家可以去看看。@微博抽奖平台 ​​​​,76803,42913,61760,2018-05-04 20:00,https://www.weibo.com/1237869662/Gf7GHkBFl?from=page_1035051237869662_profile&wvr=6&mod=weibotime,
11,5,Consumer,Weibo,[],刘雯,9️⃣ ​​​​,13234,7759,156066,2018-05-08 13:16,https://www.weibo.com/1280761142/GfGKxpWXb?from=page_1005053129516717_profile&wvr=6&mod=weibotime,
11,6,KOL,Weibo,['#天天向上#'],南派三叔,非常荣幸可以担任共青团中央新兴青年群体“筑梦计划”的梦想导师，参与“天天向上”五四特别节目的录制。全程都非常欢乐和感动，认识了许多新朋友，今晚十点不见不散～//@天天向上:#天天向上# 和@共青团中央 一起，筑梦青春，天天向上！💪🏻,63735,32225,50153,2018-05-06 17:58,https://www.weibo.com/1237869662/GfpK70par?from=page_1035051237869662_profile&wvr=6&mod=weibotime,
11,7,Consumer,Weibo,[],星闻揭秘,易烊千玺专访：易燃装置这个名字本来是千玺要给自己儿子起的千玺：其实这个是非常巧的，因为我跳的这段就是韩宇今天个人作品的一段开头，因为我其实最开始是想参与进来一块帮跳的，然后节目组不允许，但是我还是学了Q：什么时候学的?千玺：前半段是那天训练营的时候韩宇教我的，后半段是补妆 ​​​​...展开全文c,43085,15530,82625,2018-05-05 21:56,https://www.weibo.com/5103645868/GfhSdcjP2?from=page_1005051802267337_profile&wvr=6&mod=weibotime,
11,8,KOL,Weibo,"['#时尚芭莎6月上#', '#时尚芭莎×电影她杀#']",时尚芭莎,#时尚芭莎6月上# #时尚芭莎×电影她杀# 电影杀青×阵容大片曝光，曹保平导演携@范冰冰 、黄轩@黄轩的微博 、王子文@王子文Olivia 、@辛芷蕾 和@李沁 ，为我们带来了“灼心系列”第二部《她杀》。BAZAAR独家走进剧组，首度披露豪华阵容，用影像和独家文字讲述“这个从青春校园诗意年华开始，不同人生境遇 ​​​​...展开全文c,111553,2529,3699,2018-05-09 09:01,https://www.weibo.com/1708288824/GfOvtsrhd?from=page_1002061708288824_profile&wvr=6&mod=weibotime,
11,9,KOL,Weibo,['#COSMO星光#'],时尚COSMO,#COSMO星光# 近日，“NINE PERCENT”FAN MEETING TOUR-THX with LOVE-全球首演在上海举行。接连两天的两场见面会上，从火热唱跳到走心talking，再到活力游戏，由蔡徐坤、陈立农、范丞丞、Justin、林彦俊、朱正廷、王子异、小鬼、尤长靖九人组成的NINE PERCENT，完成了他们从综艺舞台到万人Live现场的“ ​​​​...展开全文c,103830,10857,2456,2018-05-07 14:15,https://www.weibo.com/1518966617/GfxI9oMtK?from=page_1002061518966617_profile&wvr=6&mod=weibotime,
11,10,KOL,Weibo,[],colouration,hani 业务能力太强了！！！我一个女的根本把持不住！！！！ Lcolouration的秒拍视频 ​​​​,41928,16599,57732,2018-05-07 15:13,https://www.weibo.com/5998187176/Gfy5LhsrP?from=page_1005055998187176_profile&wvr=6&mod=weibotime,
11,11,Consumer,Weibo,[],稀土部队,纪念一下我们的日子 ​​​​,2952,2958,92062,2018-05-10 18:21,https://www.weibo.com/1914100420/Gg1Bq4P3g?from=page_1005052685093793_profile&wvr=6&mod=weibotime,
11,12,KOL,Weibo,[],帅你一脸毛蛋,"置顶
                                                                                                    好久没有掏心窝地感谢大家了！因为大家的陪伴、支持、理解和包容，蛋阿姨一路走到现在，没想到我的蛋蛋family又添了这么多成员！给新来的蛋仔们自我介绍一下~我是毛蛋，黑黄皮一枚，肤质夏天混油/冬天混干，坐标济南。我最喜欢挖掘高性价比彩妆，我相信变美的成本并不高，我期待国货 ​​​​...展开全文c",46948,21626,18272,2018-05-05 16:10,https://www.weibo.com/2263913525/GffBDnkfC?from=page_1005052263913525_profile&wvr=6&mod=weibotime,
11,13,KOL,Weibo,['#COSMO星光#'],时尚COSMO,#COSMO星光# 【NINE PERCENT 上海彩排】NINE PERCENT 出道后首场演出终于来了！为了在全民制作人面前呈现最佳状态， @蔡徐坤 、陈立农 @超级農農 、@范丞丞Adam0616 、@jjjustin0219 、@林彦俊 、@THEO-朱正廷 、@王子异 、@小鬼-王琳凯 、@尤长靖 九位NINE PERCENT成员从筹备期开始每天都会严格控制饮 ​​​​...展开全文c,70529,12248,2539,2018-05-05 16:48,https://www.weibo.com/1518966617/GffRq3mRE?from=page_1002061518966617_profile&wvr=6&mod=weibotime,
11,14,KOL,Weibo,"['#vogue星动态#', '#NINEPERCENT#']",VogueMe,#vogue星动态# 近日，“NINE PERCENT”FAN MEETING TOUR-THX with LOVE-全球首演在上海举行👏接连两天的两场见面会上，从火热唱跳到走心talking，再到活力游戏，由蔡徐坤、陈立农、范丞丞、Justin、林彦俊、朱正廷、王子异、小鬼、尤长靖九人组成的#NINEPERCENT#，完成了他们从综艺舞台到万人Live现 ​​​​...展开全文c,69338,9407,1219,2018-05-07 14:15,https://www.weibo.com/5861669187/GfxIcoeWc?from=page_1002065861669187_profile&wvr=6&mod=weibotime,
11,15,KOL,Weibo,['#vogue星动态#'],VogueMe,#vogue星动态# 【NINE PERCENT 上海彩排】NINE PERCENT巡演首站上海站彩排花絮来袭！据说此次FAN MEETING TOUR上九人团——@蔡徐坤 、陈立农 @超级農農 、@范丞丞Adam0616 、@jjjustin0219 、@林彦俊 、@THEO-朱正廷 、@王子异 、@小鬼-王琳凯 、@尤长靖 将要表演的8首歌都做了舞台的重新编排，密集专 ​​​​...展开全文c,62059,12985,2475,2018-05-05 14:14,https://www.weibo.com/5861669187/GfeQFipOZ?from=page_1002065861669187_profile&wvr=6&mod=weibotime,
11,16,Consumer,Weibo,[],格兰芬多公共休息室,北京环球影城最新消息！！！据《华尔街日报》报道，环球影城的母公司康卡斯特已决定将北京环球影城的预算上升至65亿美元(约合人民币414亿元)！本次投入将增加哈利.波特园区、变形金刚园区的新场景！将是奥兰多、好莱坞与大阪环球影城所不曾有的园区！而且将对零售与娱乐空间进行延展。此次增加预 ​​​​...展开全文c,34749,15456,21132,2018-05-08 10:52,https://www.weibo.com/6150273786/GfFOnuo4V?from=page_1005052185547320_profile&wvr=6&mod=weibotime,
11,17,Consumer,Weibo,"['#李宇春戛纳电影节#', '#戛纳电影节#']",李宇春疯狂工作室,#李宇春戛纳电影节# 又是熟悉的戛纳，这次又会遇到哪些老朋友呢？她又将带给我们怎样的惊喜呢？明晚，#戛纳电影节# 开幕式见@巴黎欧莱雅 特别感谢@GUCCI 以李宇春英文名“Chris Lee”首字母“C”“L”为其专属定制的Gucci Ophidia系列手提袋。黑色刺绣棒球帽来自Gucci 2018早秋系列，搭配Gucci ​​​​...展开全文c,54847,4162,10628,2018-05-07 19:31,https://www.weibo.com/2723838314/GfzMjugm0?from=page_1005053788285987_profile&wvr=6&mod=weibotime,
11,18,Consumer,Weibo,[],潘粤明,几天不写手都生了，从小就听老师讲这两个字，慢慢才越来越明白它的重要 ​​​​,34576,7238,24852,2018-05-08 22:05,https://www.weibo.com/1195813710/GfKdp4qeo?from=page_1005051240375710_profile&wvr=6&mod=weibotime,
11,19,KOL,Weibo,['#VogueMe+马伯骞#'],VogueMe,#VogueMe+马伯骞# 跟随@马伯骞Victor 的脚步，我们走过纽约的钢筋丛林与城市涂鸦，也和骑单车的街头少年们不期而遇。他的眼神里有独特的光亮，酷酷的外表下藏了一枚有趣的灵魂。他说自己在认真地做“鸡汤Rap”，坦言最爱的品牌是J.W.Anderson，甚至还聊到了秋裤并把自己比作了一只牛鲨 现在搜索V ​​​​...展开全文c,54181,646,868,2018-05-04 12:30,https://www.weibo.com/5861669187/Gf4JPC4US?from=page_1002065861669187_profile&wvr=6&mod=weibotime,
11,20,KOL,Weibo,"['#时尚COSMO重启纯真年代#', '#王俊凯时尚COSMO封面#', '#时尚COSMO6月刊#']",时尚COSMO,#时尚COSMO重启纯真年代# #王俊凯时尚COSMO封面# 叮叮叮……你有一通来自@TFBOYS-王俊凯 的电话，你们聊了什么让小凯这么开心？奉上最新拍摄花絮GIF。#时尚COSMO6月刊#带你走进小凯的内心世界。封面预售即将来袭，敬请期待…… ​​​​,32882,8308,14277,2018-05-08 09:21,https://www.weibo.com/1518966617/GfFd6sTEw?from=page_1002061518966617_profile&wvr=6&mod=weibotime,
11,21,KOL,Weibo,[],一条,【在巴黎站街的东北女人】上世纪90年代末东北爆发大规模下岗潮，女性失业尤为严重。很多女人听说当法国保姆能赚钱，便不惜背上巨债出国。到巴黎后发现求生无路，只好去“站街”。比利时导演奥利维耶偶然遇到她们，进行了长期调查，并找到王小帅任监制，以此拍摄出电影《下海》。L一条视频的秒拍视频 ​​​​,19445,9951,25059,2018-05-06 08:15,https://www.weibo.com/5135808743/GflVk7AQW?from=page_1005055135808743_profile&wvr=6&mod=weibotime,
11,22,KOL,Weibo,['#我要过六一#'],娱乐大魔王,转发这条微博，昵称后面将出现一只小木马 #我要过六一# ​​​​,43613,1917,2155,2018-05-06 10:41,https://www.weibo.com/2589460084/GfmSNvk5y?from=page_1005052589460084_profile&wvr=6&mod=weibotime,
11,23,KOL,Weibo,['#BazaarVStar#'],时尚芭莎,#BazaarVStar# @佟丽娅 复古剧照大片来袭！慵懒的光晕下丫丫展现万般柔情姿态，优雅而自信地诠释着自我，举手投足间流露出的随意散漫，显得格外迷人、耀眼。策划 @BAZAAR_Angela  @高二令摄影师@FUNN周水怪造型@LindsayWhy 化妆 唐子昕发型 肖昀见统筹联络 刘佳琳 杨基业...展开全文c,18383,4170,21124,2018-05-05 14:37,https://www.weibo.com/1708288824/Gff03ETFm?from=page_1002061708288824_profile&wvr=6&mod=weibotime,
11,24,KOL,Weibo,"['#时尚COSMO重启纯真年代#', '#王俊凯时尚COSMO封面#', '#时尚COSMO6月刊#']",时尚COSMO,#时尚COSMO重启纯真年代# #王俊凯时尚COSMO封面#都说认真工作的男人最有魅力，早上7点开工的@TFBOYS-王俊凯 敬业态度满分，浑身洋溢着青春的荷尔蒙气息，撩力Max！#时尚COSMO6月刊#封面预售，即将揭晓…… ​​​​,27224,3886,11987,2018-05-10 09:21,https://www.weibo.com/1518966617/GfY46azO7?from=page_1002061518966617_profile&wvr=6&mod=weibotime,
11,25,KOL,Weibo,['#BazaarVStar#'],时尚芭莎,摘掉身上的诸多标签，抛开在社会中所饰演的多元角色，@佟丽娅 也可以是追求简单快乐的大女孩儿。本期#BazaarVStar# 《ROTULA》正片上线！让我们回到90年代，跟随佟丽娅一起感受上世纪末的复古文化潮流！监制 @小荔BAZAAR制片人/策划 @BAZAAR_Angela  @高二令视频导演 @Vonka吴俊达 造型@LindsayWhy ​​​​...展开全文c,17654,5000,20268,2018-05-04 14:45,https://www.weibo.com/1708288824/Gf5CL9liz?from=page_1002061708288824_profile&wvr=6&mod=weibotime,
11,26,KOL,Weibo,[],Dipsy迪西,Lily Collins In Givenchy Couture ｜ 2018 Met Gala～Lily这套简直是绝了，血泪毒唇配宗教感高定，与头饰融为一体的编发，手中的十字架，处处都是巧思和细节！美哭！！！ ​​​​,5834,2206,33982,2018-05-08 13:39,https://www.weibo.com/1251372271/GfGTZB8z7?from=page_1005051251372271_profile&wvr=6&mod=weibotime,
11,27,Consumer,Weibo,[],佟丽娅,感谢芭莎，这次做了一点新的尝试，要穿越过来找我玩吗？,10453,10025,21150,2018-05-04 14:57,https://www.weibo.com/1345566427/Gf5HSaQ36?from=page_1002061708288824_profile&wvr=6&mod=weibotime,
11,28,KOL,Weibo,['#青春很燃 爱最浪漫#'],时尚芭莎,#青春很燃 爱最浪漫# 时尚芭莎六月上明星特刊封面人物@宋祖儿lareina 带着她的“青春无敌”强势来袭啦！你的20岁又是怎样过的呢？或许，也曾灰头土脸地在自习室里彻夜刷过题吧？又或许，也曾眉飞色舞地讲起自己喜欢看的小说，然后一脸小确信地分享喜欢的那种“高冷高冷超级高冷”的小说男主？不再当小 ​​​​...展开全文c,32356,2248,3201,2018-05-09 17:02,https://www.weibo.com/1708288824/GfREXmHiS?from=page_1002061708288824_profile&wvr=6&mod=weibotime,
11,29,KOL,Weibo,['#听你的#'],张皓宸,"置顶
                                                                                                    Dear u，展信佳，许久不见，甚是想念。这是我的新书《#听你的# 》，请多指教。里面的20封信，以“我”写“你”，摄影是给你的慰藉，手写字是我们的初心。你过得好吗，人生若不是失去与获得反反复复，又怎么有勇气把自己照顾好呢。传送门当当： O网页链接京东： O网页链接...展开全文c",6917,3545,26723,2018-05-05 17:02,https://www.weibo.com/1223465794/GffWSDcnf?from=page_1005051223465794_profile&wvr=6&mod=weibotime,
11,30,KOL,Weibo,[],傅沛MelilimFu,💜傅沛MelilimFU｜Urban Decay｜夏日犬系男友妆容💜用上了最近超级爱的Naked Petite Heat 口袋眼影盘打造中性哑光的“犬系男友心机妆” 夏日彩妆视频💜最近研究了很多中性妆容，给夏日的自己带来一丝新鲜感，Urban Decay永远都让我保持不断创新彩妆的力量💪🏼💪🏼💪🏼💪🏼💪 ​​​​...展开全文c,7088,13163,15625,2018-05-07 20:50,https://www.weibo.com/1720143693/GfAiunuKY?from=page_1005051720143693_profile&wvr=6&mod=weibotime,
11,31,KOL,Weibo,['#梨の茶话会#'],酸梨raki,大家最近有没有种草的或者已经买了的小裙裙！！！来分享一下啵！！！！#梨の茶话会# ​​​​,8471,15599,11620,2018-05-05 23:06,https://www.weibo.com/5890053952/GfikBbfP8?from=page_1005055890053952_profile&wvr=6&mod=weibotime,
11,32,Consumer,Weibo,[],光影莫里斯,平均年龄只有3岁的漫威剧组，灭霸看了想回家 ​​​​,18822,2659,13522,2018-05-04 17:14,https://www.weibo.com/1669919397/Gf6BblTF4?from=page_1035051822398137_profile&wvr=6&mod=weibotime,
11,33,KOL,Weibo,[],大冰,被牵挂着的和被怜惜着的都是幸运的长路漫漫，愿你永远这样被爱着祝你生日快乐@木木9393 ​​​​,366,3698,30285,2018-05-07 23:01,https://www.weibo.com/1663559265/GfB9uvRmQ?from=page_2306731663559265_profile&wvr=6&mod=weibotime,
11,34,KOL,Weibo,['#戛纳电影节#'],徐峰立,第71届#戛纳电影节# 即将开幕，中国军团继续出征！李宇春，范冰冰，关晓彤，王源，秦奋，韩沐伯，王丽坤，奚梦瑶，张震都将现身戛纳～最期待谁的精彩表现？我发起了一个投票 【第71届戛纳电影节最期待谁？】R第71届戛纳电影节最期待谁？ ​​​​,14439,18020,1674,2018-05-06 22:24,https://www.weibo.com/1617902267/Gfru2tPII?from=page_1003061617902267_profile&wvr=6&mod=weibotime,
11,35,KOL,Weibo,[],DC大叔,太甜了！霉霉Taylor Swift表演《Gorgeous》的时候，有人发现霉霉男友Joe Alwyn就在台下默默观看，当霉霉指向Joe的时候，现场一片尖叫声 -  LDC大叔的秒拍视频 ​​​​,8005,2248,23569,2018-05-09 14:07,https://www.weibo.com/2792589472/GfQvYB2Lr?from=page_1004062792589472_profile&wvr=6&mod=weibotime,
11,36,Consumer,Weibo,['#经典之声#'],耳帝,#经典之声# 邓丽君在1994年日本演唱会上与都春美合唱《何日君再来》，都春美先唱，带着浓郁演歌风味的颤音与深沉的气息，本以为唱得就够好，但没想到邓丽君一开口，竟又化出了一片明媚春光，那是她去世的前一年，面色憔悴，然而声音还是那么好，仿佛是从枯槁之境里生出的一枝花…L耳帝的秒拍视频 ​​​​,10733,2155,20700,2018-05-08 22:29,https://www.weibo.com/1344386244/GfKn4icfC?from=page_1005051303910221_profile&wvr=6&mod=weibotime,
11,37,KOL,Weibo,[],大冰,爱这条街，爱大理在这条街上，传奇盲诗人会帮渐冻女作家圆梦唱《麦克》的人和唱《米店》的人会来当嘉宾老侠野夫和野孩子的马师父会弯腰帮忙抬轮椅…老石板路直通苍山午后有风，傍晚有雨雨后会有双彩虹挂在天际 2大理白族自治州·大冰的小屋-大理分舵 ​​​​,367,1825,31036,2018-05-06 02:57,https://www.weibo.com/1663559265/GfjQpzUR9?from=page_2306731663559265_profile&wvr=6&mod=weibotime,
11,38,KOL,Weibo,['#新时代.正青春#'],徐峰立,#新时代.正青春# 五月的鲜花五四青年节晚会了解一下！吴亦凡，张艺兴，杨洋，沈月，周冬雨，张一山，坤音四子岳岳木子洋卜凡灵超，X玖少年团，SNH48，关晓彤、马思纯、佟丽娅都带来了精彩演出，谁是你心目中的优秀青年？我发起了一个投票 【谁是你心中的优秀青年？】R谁是你心中的优秀青年？ ​​​​,14191,16902,1968,2018-05-04 23:48,https://www.weibo.com/1617902267/Gf9b6Ak4i?from=page_1003061617902267_profile&wvr=6&mod=weibotime,
11,39,Consumer,Weibo,['#高能少年团#'],浙江卫视中国蓝,【蓝媒推荐】高能来袭，@TFBOYS-王俊凯 @杨紫 @张一山 @王大陸TaluWang 亲临浙江卫视#高能少年团#第二季发布会现场！@浙江卫视中国蓝 正在视频直播，见证少年们青春正能量风采。  O浙江卫视中国蓝的微博直播 . ​​​​,322,19214,12141,2018-05-10 22:43,https://www.weibo.com/1288369910/Gg3jLFcsY?from=page_1005055705021476_profile&wvr=6&mod=weibotime,
11,40,KOL,Weibo,"['#我为封狂#', '#黄子韬#', '#杨洋#', '#鹿晗#', '#王源#', '#我为封狂#']",新浪时尚,#我为封狂#【#黄子韬# #杨洋# #鹿晗# #王源# 4鲜肉聚首5月刊】本月 @CPOPKing-黄子韬 @杨洋 @M鹿M @TFBOYS-王源 4位鲜肉聚首，女星 @李宇春  @杨幂 @唐嫣 @angelababy 四足鼎立，展开激烈5月刊之战，究竟谁能称霸，赶紧投票吧！为你的偶像助威，投票地址：R#我为封狂#黄子韬杨洋鹿晗王源4鲜肉聚首5月刊 ​​​​,14388,15675,887,2018-05-04 11:53,https://www.weibo.com/1765148101/Gf4v3jzGj?from=page_1002061765148101_profile&wvr=6&mod=weibotime,
11,41,KOL,Weibo,[],张皓宸,农历生日这天，谢谢你们陪我。 ​​​​,2681,2500,25740,2018-05-05 22:26,https://www.weibo.com/1223465794/Gfi4obWdG?from=page_1005051223465794_profile&wvr=6&mod=weibotime,
11,42,Consumer,Weibo,[],阿信,[ 五月天 1st 首次香港戶外大型演唱會 ]五月天 LIFE  [ 人生無限公司 ]2018 無限放大版演唱會 香港站-▌ 17:00 開放入場（ √ 請攜帶雨衣 易乾便鞋 ）▌ 19:15 準時開演（ √ 請務必預留 安檢時間 ）...展开全文c,3969,10167,16382,2018-05-04 15:40,https://www.weibo.com/1265020392/Gf5YZB2WW?from=page_1005051695958733_profile&wvr=6&mod=weibotime,
11,43,Consumer,Weibo,[],阿富汗奸细,寺山修司墓附近有个犬猫墓地，看得人心都化了。每块墓碑上都刻着主人对逝去的猫猫狗狗的爱与怀念，没有一个雕像或者墓碑的样式有重复。有些墓里葬着不止一个小家伙，看墓碑背面的卒年记载，TA们真的是陪了某家人的一世。我几乎在每个墓碑前都逗留了一下，凝神望着墓碑上的那些雕像或者照片，恍惚能 ​​​​...展开全文c,10437,2424,16218,2018-05-06 18:07,https://www.weibo.com/1402280882/GfpNOidA4?from=page_1005051677334894_profile&wvr=6&mod=weibotime,
11,44,KOL,Weibo,[],芒果捞小萌主,易烊千玺儿子名 易烊千玺擦地这就是街舞里的易烊千玺，最后battle的时候，四字弟弟看到地面不干净，用袖子擦地板，工作人员给换了毛巾，很勤快的擦了擦，细心的男人最帅气！ ​​​​,3231,1370,24041,2018-05-06 00:06,https://www.weibo.com/5705021476/GfiIZu8NY?from=page_1005055705021476_profile&wvr=6&mod=weibotime,
11,45,KOL,Weibo,[],圈帝,刘昊然首度回应和雷佳音的头围：我们两个虽然说头围都是61，但这是分长和宽的…最后昊然弟弟还不忘再次表演吹雪哈哈哈哈哈 L圈帝的秒拍视频 ​​​​,3419,2396,22561,2018-05-06 00:34,https://www.weibo.com/3682426007/GfiUmdsjs?from=page_1005053682426007_profile&wvr=6&mod=weibotime,
11,46,KOL,Weibo,[],colouration,石原里美新恋情 ​​​​,13501,7565,7095,2018-05-08 16:52,https://www.weibo.com/5998187176/GfIai1cNu?from=page_1005055998187176_profile&wvr=6&mod=weibotime,
11,47,KOL,Weibo,[],特立不独行的喵咕酱,最近我的粉丝好像都欧气爆棚哈 所以我现在人称喵咕小锦鲤 想要分享欧气给更多人 给这条点zan就好啦，沾沾欧气哈哈 从关注我和@是邱邱不是球球  揪一人送2000块，给你们买买买哈哈顺手的事儿也许就转运了🤗 ...展开全文c,5007,2733,18866,2018-05-09 16:19,https://www.weibo.com/5901067067/GfRnDxRYM?from=page_1005055901067067_profile&wvr=6&mod=weibotime,
11,48,KOL,Weibo,[],徐峰立,我发起了一个投票 【谁的“印花造型”最好看？】R谁的“印花造型”最好看？ 春暖花开的季节不如带点花卉出镜？浓郁明媚的印花裙装是花仙子本人，镜头感UP的印花外套是花样少年～一半酷一半温柔的春夏印花指南让你判断：舒淇、迪丽热巴、杨幂、许魏洲、王俊凯、吴世勋、古力娜扎、宋祖儿、Angelababy的“印花 ​​​​...展开全文c,11118,12403,958,2018-05-06 18:19,https://www.weibo.com/1617902267/GfpSQlV2A?from=page_1003061617902267_profile&wvr=6&mod=weibotime,
11,49,KOL,Weibo,[],一条,【李宇春开了个菜市场？】入行13年，李宇春玩音乐、拍戏、走秀，总是在挑战自己。最近，她居然在上海办了个主题为“菜市场”的艺术展！里面好玩的东西真不少，肉铺里能跳迪斯科，面包上能躺人，水果蔬菜会唱歌……有人质疑流行明星凭什么玩艺术，可她就是想让大家来看看，当代艺术到底长啥样。 ​​​​...展开全文c,15856,2124,6445,2018-05-09 08:00,https://www.weibo.com/5135808743/GfO6IENgo?from=page_1005055135808743_profile&wvr=6&mod=weibotime,
11,50,KOL,Weibo,[],阿花花酱,好久没抽.奖了是不是来吧 【抽1套护肤品】 dei 是一整套从卸妆到洁面、水、精华、眼霜、面霜甚至防晒都有 还有一把我特别喜欢AP滴梳子都是我个人贼喜欢 反复多次推荐过滴单品抽到的人可以好一阵子不买护肤品了...展开全文c,17327,0,6380,2018-05-09 20:45,https://www.weibo.com/1695958733/GfT7gFxz2?from=page_1005051695958733_profile&wvr=6&mod=weibotime,
11,51,KOL,Weibo,[],YouTube精彩视频,美国德州的一位奶爸，今天算是知道了：什么叫妻子前世的小情人...LYouTube精彩视频的秒拍视频 ​​​​,4367,3353,15679,2018-05-08 13:52,https://www.weibo.com/1748548681/GfGZobTVH?from=page_1005051748548681_profile&wvr=6&mod=weibotime,
11,52,KOL,Weibo,[],野生珍妮,那天玩到早上，随便走进了一家拉面店！边吃边说了30多遍太好吃了！我倒！本来以为是太累太困太饿的幻觉，结果清醒的时候又去了一次，发现这真的是全世界最好吃的拉面诶！我汗 ​​​​,789,2331,20168,2018-05-06 11:07,https://www.weibo.com/1566452762/Gfn3r6zhC?from=page_1005051566452762_profile&wvr=6&mod=weibotime,
11,53,KOL,Weibo,[],Dipsy迪西,Jean Paul Gaultier S/S 2007 Haute Couture｜说起时装和宗教的奇思异想，脑子里瞬间就蹦出了Gaultier当年的这场高定秀～头顶光环的圣母，教堂的拼花玻璃，流血的圣心，仿佛在欣赏一幅幅画卷～神圣肃穆美不胜收！ ​​​​,10873,821,10893,2018-05-07 23:09,https://www.weibo.com/1251372271/GfBcJdygR?from=page_1005051251372271_profile&wvr=6&mod=weibotime,
11,54,KOL,Weibo,[],苑子文,在宿舍群里和室友说，想念一起上课，一起通宵复习的日子，想念社团，百年讲堂十块钱一张的影票。这座校园给了我们太多，我们能做的太少，唯愿自己记住，并且永远感恩。百廿北大，百廿风华，祝母校生日快乐。🎂 ​​​​,2300,790,18603,2018-05-04 20:12,https://www.weibo.com/2893399571/Gf7LFuVAZ?from=page_1035052893399571_profile&wvr=6&mod=weibotime,
11,55,Consumer,Weibo,['#TOMFORD私人调香之旅#'],CherryGun陈星如,#TOMFORD私人调香之旅# 完美的香氛是个性与气场的直接反映，它忠于真我本色，不会被贴上任何性别和风格局限的标签——TOM FORD OUD WOOD乌木沉香就是一款让我觉得眼前一亮的香氛，区别于主流香水带来的感官情绪，它珍奇稀有的乌木香调充满了异域情调，再搭配上极赋层次的神秘檀香、异国花梨木和小豆蔻 ​​​​...展开全文c,1563,1302,18655,2018-05-09 23:35,https://www.weibo.com/1569507770/GfUeeu2oN?from=page_1005053167311050_profile&wvr=6&mod=weibotime,
11,56,Consumer,Weibo,[],八鹅吃瓜菌,吴亦凡《朝闻天下》采访，央视镜头下也是帅哥本人 ​​​​,2004,2317,16077,2018-05-04 15:51,https://www.weibo.com/5885526534/Gf63uh1br?from=page_1005053788285987_profile&wvr=6&mod=weibotime,
11,57,KOL,Weibo,['#世界微笑日#'],徐峰立,今天是#世界微笑日# 都说爱笑的人运气不会太差～今天你笑了吗～？在你对别人的微笑里，也会看到世界对你微笑～爱豆们先来一波正能量示范：陈伟霆，杨洋，王俊凯，易烊千玺，迪丽热巴，赵丽颖，蔡徐坤，陈立农，王源，你最喜欢谁的笑容？我发起了一个投票 【你最喜欢谁的笑容？】R你最喜欢谁的笑容？ ​​​​,8930,10094,1168,2018-05-08 18:22,https://www.weibo.com/1617902267/GfIKRhSrQ?from=page_1003061617902267_profile&wvr=6&mod=weibotime,
11,58,Consumer,Weibo,[],秦岚,凑了六张图，其实明明是九张……乖巧了呢🍗🍗👻 ​​​​,2254,3041,14616,2018-05-09 11:56,https://www.weibo.com/1192329893/GfPEFeYog?from=page_1005051240375710_profile&wvr=6&mod=weibotime,
11,59,KOL,Weibo,['#我在未来等你#'],刘同,等待时就开心，相遇时就欢喜。相处时就尽兴，告别时就用力。我希望自己的人生没有悔不当初，只有义无反顾。—《#我在未来等你#》 ​​​​,3804,898,14888,2018-05-05 21:41,https://www.weibo.com/1670697373/GfhM9mF7P?from=page_1035051670697373_profile&wvr=6&mod=weibotime,
11,60,KOL,Weibo,[],张皓宸,惊喜已准备好 明天见 ​​​​,4025,1430,14105,2018-05-04 19:09,https://www.weibo.com/1223465794/Gf7lU4sT9?from=page_1005051223465794_profile&wvr=6&mod=weibotime,
11,61,KOL,Weibo,[],苑子文,我们都长大了，时光也老了，但很多东西依然不变。🎁  @AK街拍 ​​​​,2640,1081,15823,2018-05-05 19:51,https://www.weibo.com/2893399571/Gfh3xu6F1?from=page_1035052893399571_profile&wvr=6&mod=weibotime,
